season,episode,character,dialogue
4,15,MRS LATHAM,"Well, of course. There’s no quid pro quo here. You and your colleagues are doing remarkable research, and you deserve the money."
4,15,LEONARD,Oh. Then what was last night about?
4,15,MRS LATHAM,"I took a shot, sue me."
4,15,LEONARD,Oh.
4,15,MRS LATHAM,"You’re a very handsome man, Leonard."
4,15,LEONARD,Thank you.
4,15,MRS LATHAM,It was foolish of me to think someone your age might ever be interested in someone like me.
4,15,LEONARD,"Oh, don’t say that. You’re a very attractive woman."
4,15,MRS LATHAM,"Oh, please."
4,15,LEONARD,"No, it’s true."
4,15,MRS LATHAM,"Well, aren’t you sweet. Just for the record, you’d remember a night with me for the rest of your life."
4,15,LEONARD,"I’m sure I would. But why, why, exactly?"
4,15,MRS LATHAM,You’re a very smart man. How do you think I landed such a rich husband?
4,15,LEONARD,I hadn’t really given it much thought.
4,15,MRS LATHAM,"Well, think about it."
4,15,LEONARD,Do you mean?
4,15,MRS LATHAM,Yep. I’m that good.
4,15,LEONARD,"Oh, what the hell."
4,15,PENNY,"Good morning, slut."
4,15,LEONARD,What?
4,15,PENNY,"Oh, please, I recognize the walk of shame when I see it. All you’re missing is a little smeared mascara and a purse with panties wadded up in it."
4,15,SHELDON,What’s going on?
4,15,LEONARD,"Oh, nothing’s going on. Excuse me."
4,15,SHELDON,Are you just getting home?
4,15,LEONARD,Yeah.
4,15,SHELDON,"That’s a good sign, right?"
4,15,PENNY,"Oh, yeah."
4,15,SHELDON,I’m so proud of you! You sold yourself out like a common streetwalker!
4,15,LEONARD,"No, I didn’t do it for the money."
4,15,SHELDON,She stiffed you?
4,15,PENNY,I believe that’s what your roommate did to her.
4,15,SHELDON,What?
4,15,PENNY,"Again, read the book we gave you."
4,15,LEONARD,"No, I mean, I, I, I got the money first."
4,15,SHELDON,"Smart. Get paid up front. Yeah, I think you have a real knack for gigolo work, Leonard."
4,15,LEONARD,"Uh, I’m gonna go lie down."
4,15,SHELDON,"That’s a good idea, get your rest. There are a lot more rich old ladies out there, and Daddy needs a new linear accelerator. And I thought he didn’t learn anything from his relationship with you."
4,15,PENNY,Hey!
4,15,SHELDON,Another compliment! Learn to recognize them.
4,15,SEIBERT,"Ah, there he is! The man of the hour! He took one for the team!"
4,15,LEONARD,I didn’t do it for the money!
4,15,SEIBERT,"Keep telling yourself that, it makes it easier. Trust me, I know."
4,15,RAJ,"Cool, buddy! That’s awesome!"
4,15,HOWARD,How was she?
4,16,HOWARD,What’s so funny?
4,16,BERNADETTE,Nothing. Just thinking about the noises people make during sex.
4,16,HOWARD,"I do sometimes get a bit carried away, don’t I?"
4,16,BERNADETTE,It’s cute. You sound a little like a drunken monkey. Ooh-ooh-ooh-ooh!
4,16,HOWARD,You know it’s meant as a compliment.
4,16,BERNADETTE,That’s how I take it.
4,16,HOWARD,This is perfect. I hope this moment never ends.
4,16,BERNADETTE,Me too.
4,16,HOWARD,"Well, gotta go."
4,16,BERNADETTE,Oh! Already? Why don’t you stay over?
4,16,HOWARD,"Well, I’d love to, but you know my mother needs me in the morning."
4,16,BERNADETTE,"Please, I think the woman can manage to put a wig on by herself."
4,16,HOWARD,"It’s not just the wig. It’s pinning her hair up, drawing on her eyebrows. It’s a two-person job."
4,16,BERNADETTE,"It’s just, when you leave right after we make love, it makes me feel cheap."
4,16,HOWARD,"Oh, honey, I’m sorry. What can I do?"
4,16,BERNADETTE,Stay.
4,16,HOWARD,"Okay. Like, what, another five, ten minutes?"
4,16,BERNADETTE,Go home.
4,16,HOWARD,Your call.
4,16,BERNADETTE,"Howard, have you ever considered us living together?"
4,16,HOWARD,"Boy, I don’t know. You, me, Ma living under the same roof?"
4,16,BERNADETTE,"No, I mean just you and me. You can move in here, or we can find a place."
4,16,HOWARD,I’ve got a better solution.
4,16,BERNADETTE,What?
4,16,HOWARD,"We wait for my mom’s heart to explode from all the salt she eats. Then we just stick her in the ground, flip her mattress and move into the big bedroom."
4,16,BERNADETTE,Great.
4,16,HOWARD,Look at us planning a future together.
4,16,HOWARD,"Sex criminals don’t have keys, Ma."
4,16,MRS WOLOWITZ,Where were you so late?
4,16,HOWARD,I was out with Bernadette.
4,16,MRS WOLOWITZ,"I know what that means, I watch Dr. Phil. I hope to God you used a condom!"
4,16,HOWARD,"I’m not having this conversation with you, Ma!"
4,16,MRS WOLOWITZ,God forbid you get one of those new fancy sex diseases!
4,16,HOWARD,Nobody has a disease!
4,16,MRS WOLOWITZ,I hope not. I share a toilet with you. Is that what you want? To give your mother herpes?
4,16,HOWARD,That’s it. I don’t have to take this. Good luck with your eyebrows in the morning!
4,16,MRS WOLOWITZ,Who’s there? Are you a sex criminal?
4,16,HOWARD,I’m still leaving! I just forgot my Claritin.
4,16,LEONARD,"Hey, what’s up?"
4,16,HOWARD,I need a place to crash.
4,16,LEONARD,"Uh, sure. Why?"
4,16,HOWARD,Big fight with my mother.
4,16,LEONARD,Still arguing over which CSI is the best?
4,16,HOWARD,"No, we agreed they all have their merits. This was about Bernadette."
4,16,SHELDON,What’s going on?
4,16,LEONARD,Howard’s gonna sleep here tonight. He had a fight with his mother.
4,16,SHELDON,Did you offer him a hot beverage?
4,16,LEONARD,No.
4,16,SHELDON,"Leonard, social protocol states when a friend is upset, you offer them a hot beverage, such as tea."
4,16,HOWARD,Tea does sound nice.
4,16,SHELDON,"You heard the man, Leonard. And while you’re at it, I’m upset that we have an unannounced houseguest, so make me cocoa. Point of inquiry, given that Leonard is your secondary friend and Koothrappali is your primary friend, why didn’t you seek refuge under his roof?"
4,16,HOWARD,There’s no room. His sister is staying with him.
4,16,LEONARD,"Wait, wait. What?"
4,16,SHELDON,"Cocoa, Leonard. Focus. I’m down in the dumps here."
4,16,LEONARD,Priya’s in town?
4,16,HOWARD,"Yeah, some work thing. Anyway, my mother seems to think that Bernadette…"
4,16,LEONARD,Hold on. When did Priya get here?
4,16,HOWARD,"I don’t know. A couple of days ago. The thing is, Bernadette doesn’t like that I have to take care of my mother, and my mother doesn’t trust Bernadette."
4,16,LEONARD,"Yeah, that’s a real pickle. Bye."
4,16,SHELDON,"Don’t worry. As your tertiary friend, I am prepared to step in and comfort you."
4,16,HOWARD,That’s not really necessary.
4,16,SHELDON,"No, no. I’ll finish making the tea, while you narcissistically ramble on about whatever’s troubling you."
4,16,HOWARD,Thanks.
4,16,SHELDON,That’s what tertiary friends are for.
4,16,LEONARD,It’s Leonard.
4,16,RAJ,You can’t come in.
4,16,LEONARD,I just want to talk to her.
4,16,RAJ,I forbid it.
4,16,PRIYA,"Open the door, Rajesh."
4,16,RAJ,You heard me. I forbidded it.
4,16,PRIYA,Forbidded it?
4,16,RAJ,Forbaded it?
4,16,PRIYA,Get out of the way. What are you doing here?
4,16,LEONARD,What are you doing here?
4,16,PRIYA,I have business in Los Angeles.
4,16,LEONARD,Why didn’t you call?
4,16,RAJ,"Clearly, she was sending you a message to take a hike, Mike."
4,16,PRIYA,"I’m sorry. I thought about calling, but I just wasn’t sure if seeing you was such a good idea."
4,16,LEONARD,I know. Last time I came on too strong. Can we talk in private?
4,16,RAJ,No!
4,16,PRIYA,Sure.
4,16,RAJ,"It’s completely inappropriate for a single woman to entertain a man in private. If you insist on talking, you must do it on the couch! All right, you may talk in the bedroom, but I want this door to remain open! All right, just this once you may close the door. But keep in mind I’ll be right out here monitoring the situation!    Oh, damn it. Leonard, when you get this message, call me.    Priya, this is your brother. When you get this, tell Leonard to check his voicemail."
4,16,SHELDON,Would you be sleeping over again this evening? Because you’re welcome to.
4,16,HOWARD,"That’s very nice of you, but I made other plans."
4,16,SHELDON,"Well, just keep in mind that should you ever need a slightly apathetic tertiary friend, I stand at the ready."
4,16,PRIYA,"Hi, Howard. Hi, Sheldon."
4,16,HOWARD,Hey.
4,16,SHELDON,Hello.
4,16,RAJ,Why are you holding hands? I forbid you to hold hands.
4,16,PRIYA,"Rajesh, you know Leonard and I spent the night together."
4,16,RAJ,"Yeah, but you were just sleeping, because I forboded you to have sex."
4,16,LEONARD,The word is forbade.
4,16,RAJ,Are you sure? That doesn’t sound right.
4,16,PRIYA,"Listen, Rajesh, Leonard and I have decided to see each other again, and you don’t get to tell me who I can and can’t have a relationship with."
4,16,SHELDON,"Actually, he can. The Hindu Code of Manu is very clear in these matters. If a woman’s father is not around, the duty of controlling her base desires falls to the closest male member of her family, in this case, Raj. The code also states that if she disobeys, she will be reborn in the womb of a jackal and tormented by diseases. If true, that seems like an awfully large gamble given that the prize is Leonard."
4,16,RAJ,"There it is, Priya. We’re Indian. We believe this stuff."
4,16,PRIYA,"I think it also says that if you eat beef, you need to live with cows for three months and drink their urine."
4,16,RAJ,"Some of it makes sense, some of it’s crazy. My point is, you can’t go out with Leonard."
4,16,RAJ,My sister.
4,16,LEONARD,"Penny, this is Raj’s sister, Priya."
4,16,PRIYA,It’s very nice to meet you.
4,16,PENNY,"Oh, yeah, you, too."
4,16,SHELDON,"Priya, if you’re experiencing any tension or awkwardness, it may stem from the fact that Leonard and Penny used to, if I may quote Howard, do the dance with no pants."
4,16,PENNY,Sheldon!
4,16,LEONARD,Really?
4,16,HOWARD,"Hey, Bernadette, can I talk to you for a second?"
4,16,BERNADETTE,Sure.
4,16,RAJ,"Penny, you became disenchanted with Leonard as a lover. Would you please tell my sister why?"
4,16,HOWARD,"Listen, my mom’s going to Palm Springs to visit her sister. That’s two whole nights in a row I can sleep over with you all the way to morning. Unless the desert air dries out her sinuses, in which case I’ll have to schlep out there with the big humidifier."
4,16,BERNADETTE,"That’s it? That’s your big solution to all of our problems? If your mom’s nose holds up, we get two nights together?"
4,16,HOWARD,Isn’t that great?
4,16,BERNADETTE,"No, it’s not great. You need to make a choice. Me or your mother."
4,16,HOWARD,"Oh, uh…"
4,16,BERNADETTE,Wrong answer.
4,16,HOWARD,"No, wait. You didn’t let me finish."
4,16,BERNADETTE,I’m listening.
4,16,HOWARD,Uh…
4,16,BERNADETTE,Agh!
4,16,AMY,I came as quickly as I could.
4,16,PENNY,Okay. Why?
4,16,AMY,"To comfort you, of course. Sheldon told me about Leonard dating Rajesh’s sister. So I high-tailed it over here to pick up the pieces of your broken heart."
4,16,PENNY,"Amy, I’m fine."
4,16,AMY,"You don’t have to be strong for me. Now let’s talk about Priya, that man-stealing bitch."
4,16,PENNY,What?
4,16,AMY,"In situations like this, best girlfriends are often catty about the other woman. Rawr."
4,16,PENNY,"Really, I am not upset about Leonard and Priya."
4,16,AMY,Oh. Then perhaps you don’t understand what’s going on. Your former boyfriend has replaced you with what appears to be a very suitable mate. Arguably much more suitable than you.
4,16,PENNY,"Oh. Well, good for him. Hey, what do you mean, more suitable?"
4,16,AMY,"Well, granted, Penny, your secondary sexual characteristics are reasonably bodacious. But Priya is highly educated, she’s an accomplished professional, and she comes from the culture that literally wrote the book on neat ways to have sex. Whereas you, on the other hand, are a community college dropout who comes from the culture that wrote the book on tipping cows."
4,16,PENNY,"Yeah. Okay, I got it. I got it. So, what is all that stuff?"
4,16,AMY,"This is a portable electroencephalogram. I’m doing research on emotions and brain activity. So when you start crying, I can see which region of the brain is activated. Then I’m going to stimulate the analogous area in the brain of a rhesus monkey and see if he cries. Cool, huh?"
4,16,HOWARD,I choose you.
4,16,BERNADETTE,Really?
4,16,HOWARD,Yep. I moved out of my mother’s house. Cord is cut. I’m all yours.
4,16,BERNADETTE,What did she say when you told her?
4,16,HOWARD,I don’t know. She hasn’t responded to my email yet.
4,16,BERNADETTE,"This is so great. I love you, Howard."
4,16,HOWARD,"I love you, too. So what’s for dinner?"
4,16,BERNADETTE,"Well, I don’t really have much of anything in the house."
4,16,HOWARD,That’s fine. Why don’t we go fool around in our bedroom? And then you can go shopping.
4,16,LEONARD,"I thought maybe after we eat, we could see an early movie."
4,16,PRIYA,I’d love that.
4,16,LEONARD,"I love the way you say, I’d love that."
4,16,RAJ,She says it the same way I do. I’d love that. Everybody in India says it that way. It’s not a big deal.
4,16,PRIYA,"Rajesh, don’t be a child."
4,16,RAJ,"I’m not being a child. Leonard, I swear to God, if your sister ever comes to town, I shall have my way with her."
4,16,LEONARD,My sister’s 38 and married.
4,16,RAJ,All the more shame that will fall upon the house of Hofstadter.
4,16,PENNY,"Ooh, I thought I smelled pizza."
4,16,SHELDON,"That’s remarkable. If pepperoni were an explosive substance, you could replace German shepherds at our nation’s airports."
4,16,PRIYA,"Hi. Penny, right?"
4,16,PENNY,"Oh, yes. Hi, hi. I’m sorry. I didn’t know you had company. I don’t want to impose."
